YEAR,DOY,Hour,Kp index,R (Sunspot No.),"Dst-index, nT","ap_index, nT",f10.7_index
2021,8,10,3,0,0,2,72.8
2021,8,11,3,0,-1,2,72.8
2021,8,12,3,0,-3,2,72.8
2021,8,13,3,0,-5,2,72.8
2021,8,14,3,0,-7,2,72.8
2021,8,15,0,0,-8,0,72.8
2021,8,16,0,0,-7,0,72.8
2021,8,17,0,0,-5,0,72.8
2021,8,18,0,0,-4,0,72.8
2021,8,19,0,0,-4,0,72.8
2021,8,20,0,0,-5,0,72.8
2021,8,21,3,0,-4,2,72.8
2021,8,22,3,0,-3,2,72.8
2021,8,23,3,0,-3,2,72.8
2021,9,0,7,0,-4,3,71.8
2021,9,1,7,0,-3,3,71.8
2021,9,2,7,0,-1,3,71.8
2021,9,3,13,0,-2,5,71.8
2021,9,4,13,0,-4,5,71.8
2021,9,5,13,0,-5,5,71.8
2021,9,6,3,0,-6,2,71.8
2021,9,7,3,0,-7,2,71.8
2021,9,8,3,0,-4,2,71.8
2021,9,9,3,0,-4,2,71.8
2021,9,10,3,0,-2,2,71.8
2021,9,11,3,0,-1,2,71.8
2021,9,12,0,0,0,0,71.8
2021,9,13,0,0,-1,0,71.8
2021,9,14,0,0,-4,0,71.8
2021,9,15,0,0,-4,0,71.8
2021,9,16,0,0,-4,0,71.8
2021,9,17,0,0,-3,0,71.8
2021,9,18,0,0,-1,0,71.8
2021,9,19,0,0,-2,0,71.8
2021,9,20,0,0,1,0,71.8
2021,9,21,0,0,1,0,71.8
2021,9,22,0,0,-2,0,71.8
2021,9,23,0,0,-2,0,71.8
2021,10,0,7,0,-1,3,70.7
2021,10,1,7,0,-1,3,70.7
2021,10,2,7,0,0,3,70.7
2021,10,3,3,0,-1,2,70.7
2021,10,4,3,0,-2,2,70.7
2021,10,5,3,0,-1,2,70.7
2021,10,6,7,0,0,3,70.7
2021,10,7,7,0,0,3,70.7
2021,10,8,7,0,4,3,70.7
2021,10,9,3,0,3,2,70.7
2021,10,10,3,0,3,2,70.7
2021,10,11,3,0,1,2,70.7
2021,10,12,0,0,-1,0,70.7
2021,10,13,0,0,-1,0,70.7
2021,10,14,0,0,-1,0,70.7
2021,10,15,7,0,-3,3,70.7
2021,10,16,7,0,-5,3,70.7
2021,10,17,7,0,-7,3,70.7
2021,10,18,10,0,-8,4,70.7
2021,10,19,10,0,-5,4,70.7
2021,10,20,10,0,-3,4,70.7
2021,10,21,10,0,-1,4,70.7
2021,10,22,10,0,-1,4,70.7
2021,10,23,10,0,-2,4,70.7
2021,11,0,10,0,-2,4,70.8
2021,11,1,10,0,-4,4,70.8
2021,11,2,10,0,-5,4,70.8
2021,11,3,0,0,-7,0,70.8
2021,11,4,0,0,-8,0,70.8
2021,11,5,0,0,-9,0,70.8
2021,11,6,3,0,-10,2,70.8
2021,11,7,3,0,-8,2,70.8
2021,11,8,3,0,-2,2,70.8
2021,11,9,23,0,6,9,70.8
2021,11,10,23,0,13,9,70.8
2021,11,11,23,0,17,9,70.8
2021,11,12,33,0,18,18,70.8
2021,11,13,33,0,14,18,70.8
2021,11,14,33,0,0,18,70.8
2021,11,15,37,0,-26,22,70.8
2021,11,16,37,0,-32,22,70.8
2021,11,17,37,0,-27,22,70.8
2021,11,18,33,0,-23,18,70.8
2021,11,19,33,0,-19,18,70.8
2021,11,20,33,0,-20,18,70.8
2021,11,21,40,0,-24,27,70.8
2021,11,22,40,0,-33,27,70.8
2021,11,23,40,0,-36,27,70.8
2021,12,0,37,0,-32,22,70.4
2021,12,1,37,0,-31,22,70.4
2021,12,2,37,0,-34,22,70.4
2021,12,3,30,0,-36,15,70.4
2021,12,4,30,0,-31,15,70.4
2021,12,5,30,0,-29,15,70.4
2021,12,6,23,0,-30,9,70.4
2021,12,7,23,0,-22,9,70.4
2021,12,8,23,0,-21,9,70.4
2021,12,9,20,0,-25,7,70.4
2021,12,10,20,0,-27,7,70.4
2021,12,11,20,0,-23,7,70.4
2021,12,12,13,0,-18,5,70.4
2021,12,13,13,0,-18,5,70.4
2021,12,14,13,0,-16,5,70.4
2021,12,15,10,0,-17,4,70.4
2021,12,16,10,0,-16,4,70.4
2021,12,17,10,0,-14,4,70.4
2021,12,18,10,0,-12,4,70.4
2021,12,19,10,0,-9,4,70.4
2021,12,20,10,0,-6,4,70.4
2021,12,21,7,0,-6,3,70.4
2021,12,22,7,0,-9,3,70.4
2021,12,23,7,0,-13,3,70.4
2021,13,0,7,0,-13,3,70.8
2021,13,1,7,0,-13,3,70.8
2021,13,2,7,0,-12,3,70.8
2021,13,3,3,0,-14,2,70.8
2021,13,4,3,0,-13,2,70.8
2021,13,5,3,0,-11,2,70.8
2021,13,6,3,0,-10,2,70.8
2021,13,7,3,0,-11,2,70.8
2021,13,8,3,0,-12,2,70.8
2021,13,9,10,0,-19,4,70.8
2021,13,10,10,0,-23,4,70.8
2021,13,11,10,0,-25,4,70.8
2021,13,12,13,0,-22,5,70.8
2021,13,13,13,0,-22,5,70.8
2021,13,14,13,0,-20,5,70.8
2021,13,15,7,0,-18,3,70.8
2021,13,16,7,0,-17,3,70.8
2021,13,17,7,0,-15,3,70.8
2021,13,18,7,0,-14,3,70.8
2021,13,19,7,0,-10,3,70.8
2021,13,20,7,0,-4,3,70.8
2021,13,21,10,0,0,4,70.8
2021,13,22,10,0,0,4,70.8
2021,13,23,10,0,-1,4,70.8
2021,14,0,0,3,0,0,71.2
2021,14,1,0,3,-1,0,71.2
2021,14,2,0,3,-2,0,71.2
2021,14,3,0,3,-4,0,71.2
2021,14,4,0,3,-7,0,71.2
2021,14,5,0,3,-6,0,71.2
2021,14,6,0,3,-4,0,71.2
2021,14,7,0,3,-4,0,71.2
2021,14,8,0,3,-5,0,71.2
2021,14,9,3,3,-2,2,71.2
2021,14,10,3,3,-1,2,71.2
2021,14,11,3,3,-1,2,71.2
2021,14,12,3,3,-2,2,71.2
2021,14,13,3,3,-2,2,71.2
2021,14,14,3,3,-2,2,71.2
2021,14,15,3,3,-2,2,71.2
2021,14,16,3,3,-3,2,71.2
2021,14,17,3,3,-1,2,71.2
2021,14,18,0,3,-1,0,71.2
2021,14,19,0,3,1,0,71.2
2021,14,20,0,3,1,0,71.2
2021,14,21,3,3,5,2,71.2
2021,14,22,3,3,5,2,71.2
2021,14,23,3,3,5,2,71.2
2021,15,0,17,14,2,6,71.0
2021,15,1,17,14,1,6,71.0
2021,15,2,17,14,5,6,71.0
2021,15,3,0,14,5,0,71.0
2021,15,4,0,14,5,0,71.0
2021,15,5,0,14,5,0,71.0
2021,15,6,0,14,3,0,71.0
2021,15,7,0,14,1,0,71.0
2021,15,8,0,14,0,0,71.0
2021,15,9,0,14,-4,0,71.0
2021,15,10,0,14,-4,0,71.0
2021,15,11,0,14,-1,0,71.0
2021,15,12,0,14,2,0,71.0
2021,15,13,0,14,3,0,71.0
2021,15,14,0,14,1,0,71.0
2021,15,15,10,14,1,4,71.0
2021,15,16,10,14,3,4,71.0
2021,15,17,10,14,0,4,71.0
2021,15,18,10,14,-2,4,71.0
2021,15,19,10,14,3,4,71.0
2021,15,20,10,14,7,4,71.0
2021,15,21,3,14,9,2,71.0
2021,15,22,3,14,9,2,71.0
2021,15,23,3,14,9,2,71.0
2021,16,0,3,12,8,2,75.2
2021,16,1,3,12,8,2,75.2
2021,16,2,3,12,10,2,75.2
2021,16,3,10,12,7,4,75.2
2021,16,4,10,12,6,4,75.2
2021,16,5,10,12,6,4,75.2
2021,16,6,7,12,2,3,75.2
2021,16,7,7,12,0,3,75.2
2021,16,8,7,12,0,3,75.2
2021,16,9,7,12,-2,3,75.2
2021,16,10,7,12,1,3,75.2
2021,16,11,7,12,5,3,75.2
2021,16,12,7,12,3,3,75.2
2021,16,13,7,12,2,3,75.2
2021,16,14,7,12,0,3,75.2
2021,16,15,7,12,-2,3,75.2
2021,16,16,7,12,-3,3,75.2
2021,16,17,7,12,-4,3,75.2
2021,16,18,7,12,-4,3,75.2
2021,16,19,7,12,-4,3,75.2
2021,16,20,7,12,-2,3,75.2
2021,16,21,10,12,-4,4,75.2
2021,16,22,10,12,-5,4,75.2
2021,16,23,10,12,-5,4,75.2
2021,17,0,3,14,-3,2,74.8
2021,17,1,3,14,-2,2,74.8
2021,17,2,3,14,0,2,74.8
2021,17,3,13,14,-2,5,74.8
2021,17,4,13,14,-4,5,74.8
2021,17,5,13,14,-3,5,74.8
2021,17,6,0,14,-3,0,74.8
2021,17,7,0,14,-3,0,74.8
2021,17,8,0,14,-4,0,74.8
2021,17,9,0,14,-7,0,74.8
2021,17,10,0,14,-7,0,74.8
2021,17,11,0,14,-4,0,74.8
2021,17,12,3,14,-1,2,74.8
2021,17,13,3,14,-1,2,74.8
2021,17,14,3,14,-2,2,74.8
2021,17,15,0,14,0,0,74.8
2021,17,16,0,14,2,0,74.8
2021,17,17,0,14,1,0,74.8
2021,17,18,0,14,1,0,74.8
2021,17,19,0,14,2,0,74.8
2021,17,20,0,14,3,0,74.8
2021,17,21,3,14,5,2,74.8
2021,17,22,3,14,3,2,74.8
2021,17,23,3,14,2,2,74.8
2021,18,0,7,12,2,3,72.9
2021,18,1,7,12,1,3,72.9
2021,18,2,7,12,1,3,72.9
2021,18,3,17,12,0,6,72.9
2021,18,4,17,12,0,6,72.9
2021,18,5,17,12,1,6,72.9
2021,18,6,0,12,1,0,72.9
2021,18,7,0,12,1,0,72.9
2021,18,8,0,12,3,0,72.9
2021,18,9,0,12,4,0,72.9
2021,18,10,0,12,5,0,72.9
2021,18,11,0,12,7,0,72.9
2021,18,12,3,12,7,2,72.9
2021,18,13,3,12,6,2,72.9
2021,18,14,3,12,7,2,72.9
2021,18,15,0,12,8,0,72.9
2021,18,16,0,12,6,0,72.9
2021,18,17,0,12,6,0,72.9
2021,18,18,13,12,3,5,72.9
2021,18,19,13,12,0,5,72.9
2021,18,20,13,12,-3,5,72.9
2021,18,21,20,12,-5,7,72.9
2021,18,22,20,12,-11,7,72.9
2021,18,23,20,12,-10,7,72.9
2021,19,0,27,20,-7,12,75.6
2021,19,1,27,20,-5,12,75.6
2021,19,2,27,20,-8,12,75.6
2021,19,3,20,20,-9,7,75.6
2021,19,4,20,20,-7,7,75.6
2021,19,5,20,20,-5,7,75.6
2021,19,6,7,20,-5,3,75.6
2021,19,7,7,20,-7,3,75.6
2021,19,8,7,20,-7,3,75.6
2021,19,9,10,20,-5,4,75.6
2021,19,10,10,20,-2,4,75.6
2021,19,11,10,20,-1,4,75.6
2021,19,12,13,20,-7,5,75.6
2021,19,13,13,20,-3,5,75.6
2021,19,14,13,20,3,5,75.6
2021,19,15,7,20,2,3,75.6
2021,19,16,7,20,0,3,75.6
2021,19,17,7,20,-1,3,75.6
2021,19,18,13,20,-4,5,75.6
2021,19,19,13,20,-5,5,75.6
2021,19,20,13,20,-2,5,75.6
2021,19,21,7,20,2,3,75.6
2021,19,22,7,20,2,3,75.6
2021,19,23,7,20,-1,3,75.6
2021,20,0,7,21,0,3,74.7
2021,20,1,7,21,-1,3,74.7
2021,20,2,7,21,4,3,74.7
2021,20,3,7,21,2,3,74.7
2021,20,4,7,21,3,3,74.7
2021,20,5,7,21,2,3,74.7
2021,20,6,20,21,1,7,74.7
2021,20,7,20,21,-7,7,74.7
2021,20,8,20,21,-10,7,74.7
2021,20,9,17,21,-10,6,74.7
2021,20,10,17,21,-9,6,74.7
2021,20,11,17,21,-2,6,74.7
2021,20,12,23,21,3,9,74.7
2021,20,13,23,21,-1,9,74.7
2021,20,14,23,21,0,9,74.7
2021,20,15,20,21,-1,7,74.7
2021,20,16,20,21,-3,7,74.7
2021,20,17,20,21,-2,7,74.7
2021,20,18,10,21,3,4,74.7
2021,20,19,10,21,3,4,74.7
2021,20,20,10,21,6,4,74.7
2021,20,21,3,21,3,2,74.7
2021,20,22,3,21,-1,2,74.7
2021,20,23,3,21,-2,2,74.7
2021,21,0,0,25,-2,0,75.2
2021,21,1,0,25,-5,0,75.2
2021,21,2,0,25,-4,0,75.2
2021,21,3,3,25,-3,2,75.2
2021,21,4,3,25,0,2,75.2
2021,21,5,3,25,4,2,75.2
2021,21,6,0,25,2,0,75.2
2021,21,7,0,25,0,0,75.2
2021,21,8,0,25,-3,0,75.2
2021,21,9,3,25,-3,2,75.2
2021,21,10,3,25,-1,2,75.2
2021,21,11,3,25,5,2,75.2
2021,21,12,0,25,5,0,75.2
2021,21,13,0,25,5,0,75.2
2021,21,14,0,25,4,0,75.2
2021,21,15,3,25,3,2,75.2
2021,21,16,3,25,4,2,75.2
2021,21,17,3,25,5,2,75.2
2021,21,18,0,25,6,0,75.2
2021,21,19,0,25,8,0,75.2
2021,21,20,0,25,7,0,75.2
2021,21,21,10,25,7,4,75.2
2021,21,22,10,25,4,4,75.2
2021,21,23,10,25,1,4,75.2
2021,22,0,3,35,-5,2,75.8
2021,22,1,3,35,-9,2,75.8
2021,22,2,3,35,-9,2,75.8
2021,22,3,0,35,-7,0,75.8
2021,22,4,0,35,-2,0,75.8
2021,22,5,0,35,2,0,75.8
2021,22,6,0,35,3,0,75.8
2021,22,7,0,35,7,0,75.8
2021,22,8,0,35,9,0,75.8
2021,22,9,0,35,10,0,75.8
2021,22,10,0,35,10,0,75.8
2021,22,11,0,35,10,0,75.8
2021,22,12,7,35,11,3,75.8
2021,22,13,7,35,9,3,75.8
2021,22,14,7,35,9,3,75.8
2021,22,15,10,35,11,4,75.8
2021,22,16,10,35,10,4,75.8
2021,22,17,10,35,11,4,75.8
2021,22,18,10,35,10,4,75.8
2021,22,19,10,35,7,4,75.8
2021,22,20,10,35,10,4,75.8
2021,22,21,10,35,11,4,75.8
2021,22,22,10,35,5,4,75.8
2021,22,23,10,35,1,4,75.8
2021,23,0,7,32,2,3,75.5
2021,23,1,7,32,-1,3,75.5
2021,23,2,7,32,-2,3,75.5
2021,23,3,0,32,0,0,75.5
2021,23,4,0,32,3,0,75.5
2021,23,5,0,32,5,0,75.5
2021,23,6,10,32,4,4,75.5
2021,23,7,10,32,-1,4,75.5
2021,23,8,10,32,-1,4,75.5
2021,23,9,10,32,-2,4,75.5
2021,23,10,10,32,-6,4,75.5
2021,23,11,10,32,-2,4,75.5
2021,23,12,0,32,2,0,75.5
2021,23,13,0,32,2,0,75.5
2021,23,14,0,32,0,0,75.5
2021,23,15,7,32,1,3,75.5
2021,23,16,7,32,3,3,75.5
2021,23,17,7,32,5,3,75.5
2021,23,18,13,32,7,5,75.5
2021,23,19,13,32,11,5,75.5
2021,23,20,13,32,13,5,75.5
2021,23,21,20,32,9,7,75.5
2021,23,22,20,32,-1,7,75.5
2021,23,23,20,32,3,7,75.5
2021,24,0,3,23,2,2,75.2
2021,24,1,3,23,0,2,75.2
2021,24,2,3,23,-2,2,75.2
2021,24,3,17,23,-2,6,75.2
2021,24,4,17,23,-4,6,75.2
2021,24,5,17,23,-8,6,75.2
2021,24,6,10,23,-8,4,75.2
2021,24,7,10,23,-8,4,75.2
2021,24,8,10,23,-11,4,75.2
2021,24,9,7,23,-11,3,75.2
2021,24,10,7,23,-9,3,75.2
2021,24,11,7,23,-7,3,75.2
2021,24,12,13,23,-2,5,75.2
2021,24,13,13,23,2,5,75.2
2021,24,14,13,23,8,5,75.2
2021,24,15,13,23,12,5,75.2
2021,24,16,13,23,13,5,75.2
2021,24,17,13,23,12,5,75.2
2021,24,18,17,23,7,6,75.2
2021,24,19,17,23,4,6,75.2
2021,24,20,17,23,1,6,75.2
2021,24,21,20,23,2,7,75.2
2021,24,22,20,23,-5,7,75.2
2021,24,23,20,23,-5,7,75.2
2021,25,0,17,27,3,6,74.8
2021,25,1,17,27,3,6,74.8
2021,25,2,17,27,6,6,74.8
2021,25,3,17,27,2,6,74.8
2021,25,4,17,27,2,6,74.8
2021,25,5,17,27,5,6,74.8
2021,25,6,33,27,2,18,74.8
2021,25,7,33,27,-20,18,74.8
2021,25,8,33,27,-34,18,74.8
2021,25,9,33,27,-36,18,74.8
2021,25,10,33,27,-37,18,74.8
2021,25,11,33,27,-31,18,74.8
2021,25,12,23,27,-21,9,74.8
2021,25,13,23,27,-24,9,74.8
2021,25,14,23,27,-28,9,74.8
2021,25,15,27,27,-32,12,74.8
2021,25,16,27,27,-30,12,74.8
2021,25,17,27,27,-29,12,74.8
2021,25,18,23,27,-21,9,74.8
2021,25,19,23,27,-18,9,74.8
2021,25,20,23,27,-12,9,74.8
2021,25,21,47,27,-13,39,74.8
2021,25,22,47,27,-12,39,74.8
2021,25,23,47,27,-17,39,74.8
2021,26,0,37,17,-11,22,73.4
2021,26,1,37,17,-12,22,73.4
2021,26,2,37,17,-20,22,73.4
2021,26,3,40,17,-34,27,73.4
2021,26,4,40,17,-39,27,73.4
2021,26,5,40,17,-39,27,73.4
2021,26,6,17,17,-38,6,73.4
2021,26,7,17,17,-39,6,73.4
2021,26,8,17,17,-37,6,73.4
2021,26,9,10,17,-37,4,73.4
2021,26,10,10,17,-36,4,73.4
2021,26,11,10,17,-33,4,73.4
2021,26,12,13,17,-24,5,73.4
2021,26,13,13,17,-26,5,73.4
2021,26,14,13,17,-24,5,73.4
2021,26,15,23,17,-22,9,73.4
2021,26,16,23,17,-21,9,73.4
2021,26,17,23,17,-21,9,73.4
2021,26,18,23,17,-20,9,73.4
2021,26,19,23,17,-25,9,73.4
2021,26,20,23,17,-24,9,73.4
2021,26,21,20,17,-21,7,73.4
2021,26,22,20,17,-20,7,73.4
2021,26,23,20,17,-18,7,73.4
2021,27,0,23,20,-13,9,74.0
2021,27,1,23,20,-10,9,74.0
2021,27,2,23,20,-14,9,74.0
2021,27,3,33,20,-23,18,74.0
2021,27,4,33,20,-24,18,74.0
2021,27,5,33,20,-22,18,74.0
2021,27,6,20,20,-20,7,74.0
2021,27,7,20,20,-18,7,74.0
2021,27,8,20,20,-20,7,74.0
2021,27,9,23,20,-23,9,74.0
2021,27,10,23,20,-24,9,74.0
2021,27,11,23,20,-25,9,74.0
2021,27,12,17,20,-24,6,74.0
2021,27,13,17,20,-21,6,74.0
2021,27,14,17,20,-21,6,74.0
2021,27,15,27,20,-22,12,74.0
2021,27,16,27,20,-24,12,74.0
2021,27,17,27,20,-22,12,74.0
2021,27,18,10,20,-20,4,74.0
2021,27,19,10,20,-13,4,74.0
2021,27,20,10,20,-11,4,74.0
2021,27,21,30,20,-10,15,74.0
2021,27,22,30,20,-12,15,74.0
2021,27,23,30,20,-11,15,74.0
2021,28,0,30,7,-6,15,73.4
2021,28,1,30,7,-7,15,73.4
2021,28,2,30,7,-9,15,73.4
2021,28,3,3,7,-15,2,73.4
2021,28,4,3,7,-20,2,73.4
2021,28,5,3,7,-23,2,73.4
2021,28,6,7,7,-26,3,73.4
2021,28,7,7,7,-26,3,73.4
2021,28,8,7,7,-26,3,73.4
2021,28,9,3,7,-22,2,73.4
2021,28,10,3,7,-18,2,73.4
2021,28,11,3,7,-17,2,73.4
2021,28,12,0,7,-14,0,73.4
2021,28,13,0,7,-13,0,73.4
2021,28,14,0,7,-14,0,73.4
2021,28,15,0,7,-15,0,73.4
2021,28,16,0,7,-14,0,73.4
2021,28,17,0,7,-13,0,73.4
2021,28,18,0,7,-12,0,73.4
2021,28,19,0,7,-11,0,73.4
2021,28,20,0,7,-10,0,73.4
2021,28,21,3,7,-9,2,73.4
2021,28,22,3,7,-9,2,73.4
2021,28,23,3,7,-8,2,73.4
2021,29,0,0,0,-4,0,73.2
2021,29,1,0,0,-5,0,73.2
2021,29,2,0,0,-6,0,73.2
2021,29,3,10,0,-9,4,73.2
2021,29,4,10,0,-12,4,73.2
2021,29,5,10,0,-11,4,73.2
2021,29,6,10,0,-11,4,73.2
2021,29,7,10,0,-12,4,73.2
2021,29,8,10,0,-12,4,73.2
2021,29,9,3,0,-12,2,73.2
2021,29,10,3,0,-14,2,73.2
2021,29,11,3,0,-16,2,73.2
2021,29,12,3,0,-16,2,73.2
2021,29,13,3,0,-15,2,73.2
2021,29,14,3,0,-12,2,73.2
2021,29,15,3,0,-11,2,73.2
2021,29,16,3,0,-12,2,73.2
2021,29,17,3,0,-12,2,73.2
2021,29,18,3,0,-12,2,73.2
2021,29,19,3,0,-11,2,73.2
2021,29,20,3,0,-9,2,73.2
2021,29,21,7,0,-8,3,73.2
2021,29,22,7,0,-10,3,73.2
2021,29,23,7,0,-10,3,73.2
2021,30,0,0,0,-4,0,71.6
2021,30,1,0,0,-4,0,71.6
2021,30,2,0,0,-5,0,71.6
2021,30,3,3,0,-9,2,71.6
2021,30,4,3,0,-10,2,71.6
2021,30,5,3,0,-10,2,71.6
2021,30,6,0,0,-10,0,71.6
2021,30,7,0,0,-11,0,71.6
2021,30,8,0,0,-9,0,71.6
2021,30,9,3,0,-9,2,71.6
2021,30,10,3,0,-11,2,71.6
2021,30,11,3,0,-10,2,71.6
